X,Y,subgeol,subwinrad3,subflocum3,subveg15
741810.05064600000,3841780.25827000000,6,2,1,3
725900.18384900000,3845899.43638000000,2,3,1,1
747607.73946900000,3838962.82982000000,5,3,1,1
731240.66189200000,3853284.95926000000,5,2,1,4
749549.43582200000,3848131.65293000000,2,3,1,0
733309.51890300000,3838981.99071000000,2,3,1,10
751973.98386000000,3843163.42982000000,1,2,1,3
753287.37329700000,3854623.01328000000,6,3,1,1
740557.10333500000,3839576.25316000000,2,2,1,4
747711.40603400000,3852245.61080000000,6,2,2,10
736854.33413700000,3848262.87716000000,5,2,1,3
733298.99685800000,3848218.02974000000,6,1,1,1
735206.77154000000,3844323.12595000000,5,3,1,3
729463.84953200000,3853572.20347000000,6,2,1,4
740151.20692600000,3852658.40971000000,5,3,2,1
752109.87495600000,3856056.44609000000,5,3,1,1
751828.58932500000,3849712.03850000000,5,2,2,3
752527.70996500000,3841883.16362000000,1,3,1,4
732208.57282500000,3845374.35628000000,2,3,1,4
734979.14068600000,3845146.93004000000,5,3,3,4
739384.45633000000,3844436.38546000000,6,3,1,4
730583.15024700000,3855474.64453000000,6,3,1,1
737672.03987400000,3841726.16240000000,2,2,1,4
737539.62659300000,3851729.57307000000,5,3,2,1
734076.32823900000,3847648.31344000000,1,3,1,4
737726.76618600000,3844802.20135000000,6,2,1,4
748859.60609800000,3853395.40318000000,6,2,3,4
745271.66791200000,3847501.63248000000,5,2,2,1
745690.57457200000,3854984.42900000000,6,3,1,1
750031.68669900000,3846974.89456000000,2,2,1,14
739516.16398000000,3845386.99345000000,6,3,1,4
727797.19916600000,3855081.52320000000,6,3,1,4
744326.08840700000,3841435.31801000000,6,3,1,4
734589.89222400000,3849794.73167000000,2,2,1,10
748064.44857000000,3854772.63015000000,6,2,1,4
731782.98611400000,3840470.16510000000,2,2,2,1
747506.14803100000,3856039.68323000000,6,1,1,3
746276.36020700000,3852563.14805000000,5,3,1,10
752366.65467600000,3851450.78338000000,1,3,1,4
734467.21849400000,3854750.57993000000,5,3,2,14
729688.25594200000,3841104.62703000000,2,3,2,1
754249.26309300000,3843808.07127000000,1,1,2,3
737531.73083100000,3848144.93704000000,5,2,1,1
752006.39611900000,3847842.42303000000,2,3,1,1
755706.96293100000,3840587.41172000000,1,3,1,1
754157.76796200000,3853345.20020000000,1,1,1,4
740557.19204900000,3839870.39553000000,2,2,3,4
739332.88404300000,3853927.58896000000,5,3,1,1
751290.81980400000,3845551.34745000000,1,2,1,1
733635.12179500000,3851298.25368000000,5,3,1,1
748256.21823100000,3852716.11221000000,6,3,2,10
744832.76108300000,3848930.75190000000,2,2,1,5
744610.78045600000,3853879.12287000000,5,3,1,1
738175.48868100000,3843886.25829000000,6,3,2,4
726455.81277100000,3839585.48738000000,2,3,1,10
732985.10428000000,3839747.75216000000,2,3,1,11
744902.73259500000,3846906.71924000000,6,2,2,1
728521.45609700000,3851150.61273000000,1,2,1,11
749578.71310000000,3842665.81942000000,1,1,1,3
754483.49155500000,3852904.16268000000,1,2,1,1
752361.08867600000,3840391.53934000000,1,3,1,4
754646.45109900000,3854073.94599000000,1,3,1,1
736412.12059300000,3845443.09400000000,6,3,1,4
753431.63203300000,3840134.43893000000,1,3,1,1
744866.89562300000,3852401.11979000000,5,3,2,1
735923.97589800000,3851013.99736000000,5,2,2,14
749569.80667200000,3838974.21610000000,6,3,1,1
752908.52284100000,3850689.72205000000,6,2,1,3
734212.38819200000,3840593.63732000000,2,3,1,11
743215.60304800000,3848548.48336000000,5,2,2,1
746704.49685500000,3840060.63236000000,6,1,2,3
739382.35013800000,3840719.76958000000,2,2,1,10
737385.44454800000,3853755.85774000000,5,3,1,4
732709.24858500000,3839202.16203000000,2,3,1,0
740977.08958400000,3843832.94036000000,6,3,1,4
740170.06692500000,3854325.96030000000,6,2,1,4
755575.86891800000,3855396.01949000000,1,2,2,1
750788.89651700000,3853508.11209000000,6,3,2,1
753036.54412100000,3850669.71274000000,1,2,2,3
754182.25649800000,3841688.42673000000,1,3,2,3
730016.19302500000,3849046.17739000000,2,3,1,4
745091.14266900000,3841537.57804000000,1,2,1,3
739834.28723900000,3845017.71177000000,6,3,1,4
752164.43954500000,3848864.26170000000,5,2,1,3
752642.77087500000,3850523.51587000000,6,3,1,10
753931.26502400000,3856139.27547000000,6,2,1,1
747371.60496900000,3848546.31862000000,2,3,2,14
746434.82488300000,3844659.85263000000,1,1,2,4
728507.15148900000,3847073.85954000000,2,3,1,3
732803.42172100000,3855762.42049000000,6,3,1,1
731408.47029900000,3855241.73926000000,6,3,1,1
744794.65412500000,3849212.67586000000,2,2,2,14
756317.36925300000,3848339.80216000000,5,2,1,1
728363.06724700000,3843970.02626000000,2,2,1,8
756541.89734300000,3840835.42500000000,1,3,1,1
743047.68170600000,3839570.44661000000,2,3,1,1
744518.35422500000,3854249.41891000000,5,2,1,1
751258.11286500000,3855911.16910000000,6,2,2,1
739696.49833100000,3846566.70803000000,6,1,1,4
756128.79026400000,3852037.30812000000,1,2,2,4
745502.26005800000,3844767.98316000000,1,3,1,4
749343.83895500000,3844223.43446000000,1,3,1,3
726421.10849100000,3839942.79233000000,2,3,1,10
733405.19995500000,3844026.97287000000,2,2,1,11
741569.06987200000,3843983.89798000000,6,2,1,4
743056.17585900000,3849154.41960000000,2,2,1,10
742484.92202600000,3842227.39787000000,6,2,1,10
728797.97110900000,3840134.92043000000,2,3,1,1
747482.11204200000,3848644.00063000000,2,3,2,14
752295.65380000000,3840738.17084000000,1,2,1,4
745857.38002100000,3850417.16383000000,5,2,1,14
738864.94283600000,3855207.95091000000,6,2,1,0
735421.55334900000,3848513.48538000000,6,2,2,1
731033.17987100000,3845190.67758000000,2,2,2,3
740846.42683300000,3851042.67005000000,5,2,1,14
733929.34840700000,3839276.74269000000,2,3,2,11
752983.56891400000,3851108.42717000000,1,3,1,4
725848.80009400000,3848302.72170000000,2,3,1,11
745522.05213500000,3855832.46294000000,5,3,1,4
727817.56598800000,3854236.25641000000,6,2,1,4
740028.25635200000,3840839.29226000000,2,2,2,1
733319.20569700000,3843128.55590000000,2,3,1,1
735974.35174900000,3854297.66474000000,5,2,1,5
731769.46331000000,3852619.45964000000,5,3,1,4
754784.38470000000,3847469.47058000000,5,3,1,13
750450.91617100000,3847066.37579000000,2,2,1,1
752729.95696800000,3840650.79765000000,1,2,1,4
746957.87769400000,3845532.52908000000,1,2,1,1
744366.34614500000,3844042.37415000000,1,3,1,4
740173.36454900000,3853349.77904000000,5,3,1,1
736904.51639200000,3845097.20883000000,6,2,1,3
733842.61486200000,3847587.40832000000,1,2,1,4
755435.25081300000,3841575.57474000000,1,2,1,3
728103.04289000000,3839383.03570000000,2,3,1,10
744724.70424500000,3847066.27184000000,6,2,2,10
743682.81624300000,3843697.37001000000,1,3,1,1
751046.84091700000,3848204.31439000000,5,3,2,1
752592.93341000000,3849410.57351000000,5,3,1,1
737349.73978500000,3850228.82032000000,5,2,1,1
748898.07050300000,3847697.19627000000,2,2,1,14
744094.31484000000,3850188.02048000000,5,3,1,1
729841.84183900000,3854183.81865000000,6,2,1,1
749062.43319700000,3839454.35822000000,6,2,2,4
728249.81842500000,3842903.13561000000,2,3,1,8
753149.12856300000,3849760.63194000000,5,3,1,1
728260.56553600000,3842375.88269000000,2,2,1,4
754308.97571200000,3847083.29171000000,5,2,1,10
728857.27657300000,3849478.28508000000,2,3,2,4
735136.31589600000,3854882.31600000000,5,3,1,0
756362.95613200000,3846407.23653000000,5,3,1,14
727784.40650200000,3848667.72717000000,2,3,1,12
750611.33832000000,3856247.34544000000,6,3,1,4
741942.79375900000,3855873.38228000000,5,2,3,3
743702.65894700000,3850211.16070000000,5,2,1,1
743127.21493700000,3855479.30836000000,5,2,1,1
730972.22680300000,3844335.99465000000,2,3,2,3
744987.10341200000,3841401.60470000000,1,2,1,10
745742.83747500000,3841295.02457000000,1,2,2,4
739575.37877400000,3853976.02313000000,5,3,1,3
753700.13294000000,3850163.66912000000,6,2,1,1
745496.75331600000,3853822.95129000000,6,3,1,14
754912.71722900000,3849683.76281000000,6,2,1,1
728766.54541000000,3854584.03188000000,6,2,1,4
740223.43967900000,3840414.50761000000,2,2,1,4
738070.84763800000,3839010.07302000000,2,3,1,1
735597.11466500000,3851312.72488000000,5,2,1,14
731274.26564100000,3839909.67598000000,2,3,2,1
735587.63072900000,3853736.94815000000,5,2,1,10
743739.15840100000,3850361.46314000000,5,3,1,1
728622.40973500000,3850697.16029000000,1,2,1,4
751753.36277400000,3839756.91149000000,1,2,2,1
738816.40208700000,3849479.06670000000,2,3,2,10
727193.79156600000,3854903.93738000000,6,2,1,4
747253.18752100000,3845541.48026000000,1,2,1,3
730919.82053000000,3853103.71234000000,5,2,1,3
726318.45034900000,3840642.97235000000,2,2,2,4
737953.83817300000,3841104.57412000000,2,3,1,1
742685.32351500000,3848192.33078000000,5,2,1,1
752350.96429300000,3844412.68837000000,1,3,1,4
744790.70466100000,3856307.76863000000,5,2,2,1
750378.76971600000,3843603.23810000000,1,2,2,3
731697.43738500000,3841502.65255000000,2,3,1,11
731923.22859200000,3849256.72511000000,6,2,1,1
733857.61117800000,3855953.90514000000,6,2,1,1
727614.81857100000,3849884.88054000000,2,3,1,4
746700.32411000000,3844010.76270000000,1,3,1,4
732717.91734900000,3839451.57563000000,2,3,1,6
727079.94400700000,3840554.56847000000,2,3,2,12
755037.80207100000,3851247.66810000000,6,2,1,1
731733.59561600000,3839568.80955000000,2,3,2,10
731677.24206600000,3854917.10564000000,6,2,2,1
751812.36038400000,3845606.84956000000,1,1,1,3
748995.45766900000,3845672.50214000000,1,2,2,4
755057.23232800000,3851267.05607000000,6,2,1,1
733742.57822800000,3842574.28006000000,2,3,1,3
736782.78290900000,3851083.49449000000,5,3,1,14
729243.15428700000,3845065.13897000000,2,3,2,4
735268.02924100000,3844826.72938000000,5,3,1,4
739278.00734100000,3849422.82029000000,2,3,2,10
736266.69171100000,3853170.88750000000,5,3,1,10
728453.73132800000,3851890.10389000000,6,3,2,1
731109.41818100000,3846250.31295000000,2,3,2,4
750102.99433600000,3852692.98910000000,1,3,1,1
729560.92769300000,3852927.61757000000,6,2,2,4
740336.47304400000,3840177.20621000000,2,3,2,1
744806.18459200000,3853959.59784000000,5,2,1,14
752359.58375100000,3839235.62518000000,6,3,1,4
737052.40569100000,3849315.64568000000,2,2,1,6
737252.52653800000,3845843.07595000000,6,3,1,4
749332.16937500000,3842758.35225000000,1,3,1,4
737988.73127400000,3854303.97166000000,5,3,1,3
727797.49672200000,3854094.47658000000,6,3,1,4
726439.45513100000,3851500.45966000000,1,2,2,10
754287.10609400000,3842129.20584000000,1,2,2,3
733928.46235500000,3844823.26359000000,2,2,1,1
751034.39528700000,3841126.31745000000,1,2,1,3
752183.00221800000,3850544.15195000000,5,3,1,1
755946.05210700000,3843999.10015000000,1,3,2,1
746371.93304000000,3839350.58255000000,5,3,1,1
735656.92261500000,3839977.06524000000,2,3,1,4
751274.14078900000,3845647.91391000000,1,2,2,1
725917.95505300000,3854800.56767000000,1,3,1,3
743634.62615200000,3852560.85639000000,5,2,3,1
729832.47296800000,3841495.45669000000,2,3,1,4
755948.34113600000,3851633.99246000000,1,3,1,1
731075.27955700000,3846963.19096000000,2,3,2,10
739405.29940300000,3846576.67025000000,6,2,3,1
746806.77931200000,3847688.04695000000,2,2,2,10
733898.96622600000,3850244.03007000000,2,2,1,10
752332.37814700000,3854700.89049000000,6,2,1,1
729282.21915500000,3854084.30987000000,6,3,2,1
741979.73920100000,3856005.17522000000,5,3,1,1
744885.57698400000,3854224.99630000000,6,2,2,14
727356.84724600000,3846796.56800000000,2,2,1,3
727693.14610200000,3843466.35344000000,1,2,1,4
752139.60915300000,3847999.53126000000,5,3,2,1
734416.36524300000,3853354.89577000000,2,2,1,10
755439.25165200000,3848624.99963000000,2,3,1,14
750762.53145700000,3850662.91663000000,6,3,1,0
733545.94325000000,3852318.93667000000,5,3,1,3
736687.42144800000,3852293.09446000000,5,2,1,15
754113.12696800000,3841173.08448000000,1,2,1,3
745125.92364000000,3853049.44622000000,5,2,1,14
747494.74994400000,3854658.09568000000,6,3,1,4
745483.43831800000,3842841.63294000000,1,2,1,4
741242.97479400000,3839336.72900000000,2,3,1,1
740677.36002700000,3840081.55292000000,2,3,1,1
752070.46823200000,3852006.17476000000,1,3,1,4
747236.78299200000,3850540.75441000000,5,2,1,14
754186.38557600000,3852157.50782000000,1,3,1,1
733052.81121300000,3853331.63810000000,5,3,2,3
741380.16203000000,3841305.36907000000,5,2,2,10
730921.08796200000,3845713.80571000000,2,3,1,6
745790.68024400000,3847431.92542000000,5,2,1,1
728271.99376900000,3855994.08654000000,2,2,1,1
738073.00020200000,3847462.87680000000,5,1,1,4
736553.97736500000,3851279.17755000000,5,3,2,14
735209.84519200000,3843126.10313000000,2,3,1,8
733327.39349200000,3851628.70883000000,5,3,2,1
731806.94708100000,3850793.05348000000,2,2,1,5
726097.77063800000,3845050.00382000000,2,3,1,11
750232.13634200000,3845749.43558000000,1,3,1,3
754495.11574300000,3849863.15328000000,6,2,1,3
748986.51321200000,3841264.99151000000,1,1,1,3
740067.78780500000,3841310.49655000000,5,3,1,4
746442.20199300000,3845572.05849000000,1,2,1,3
741592.94626700000,3853958.32223000000,5,2,1,1
744898.48344700000,3842141.89364000000,1,2,2,4
752989.39898600000,3854332.05745000000,6,3,1,1
750316.19073300000,3851195.72432000000,6,2,1,14
756171.39709600000,3852746.38916000000,1,3,2,1
750667.93839500000,3850541.02986000000,6,3,1,10
752788.05897600000,3848771.58670000000,5,2,2,1
732052.91186000000,3841045.26137000000,2,3,2,10
745891.57180500000,3851922.22367000000,5,3,1,10
749950.32837700000,3852327.90915000000,6,3,1,1
735239.24403500000,3851856.02413000000,2,3,1,10
733225.28915500000,3841665.45810000000,2,2,1,8
728159.86555700000,3839745.80342000000,2,2,1,10
748669.22416900000,3841383.05204000000,1,2,1,10
737027.52403800000,3842564.24585000000,2,3,1,8
755055.17544100000,3852976.91699000000,1,3,1,1
734386.02592300000,3844569.24434000000,2,3,1,8
728926.66166000000,3843241.36407000000,2,2,2,4
752978.22855400000,3855066.40359000000,6,3,1,1
747071.91907800000,3847866.12324000000,2,2,2,6
731075.73250700000,3839322.80033000000,2,3,2,10
734184.54674300000,3855652.09271000000,6,2,2,10
753672.86485500000,3841670.21621000000,1,1,1,3
727041.99066000000,3846109.72822000000,1,3,1,3
733968.85333800000,3842767.90219000000,2,3,2,3
745956.72926200000,3845982.59558000000,1,1,1,3
741673.67127500000,3854967.12465000000,5,3,1,3
754183.89535700000,3852748.20596000000,1,2,3,4
744575.67862900000,3850218.76258000000,5,3,1,10
753546.75375500000,3840446.72701000000,1,2,1,3
753695.38107600000,3849562.17127000000,5,2,1,1
755668.37091900000,3853303.32091000000,1,1,1,1
756209.59817700000,3856088.59926000000,1,3,1,1
738845.51240700000,3842801.79055000000,6,3,1,10
746949.58024300000,3855474.95308000000,6,2,1,1
731488.11215000000,3848349.00364000000,1,3,1,4
736854.29754700000,3845827.65222000000,6,3,2,4
730625.34163900000,3844870.10982000000,2,3,2,3
740309.35862800000,3841085.91321000000,5,2,1,6
750838.16447200000,3839983.61683000000,1,2,2,1
743302.01447100000,3844705.01215000000,6,2,1,4
743006.71264100000,3841433.20025000000,6,3,1,4
746984.63017600000,3842811.28549000000,1,3,1,4
740006.98656300000,3840165.22572000000,2,3,2,1
734140.53946500000,3848530.22541000000,6,1,1,4
752534.05725100000,3849498.54168000000,5,3,1,14
745806.58850100000,3854284.99115000000,6,3,2,14
741298.96433800000,3848438.66243000000,5,2,1,1
730222.43465500000,3846199.51723000000,2,3,1,8
744748.03747900000,3844486.93435000000,1,2,2,10
752895.91439400000,3842345.96069000000,1,2,1,3
747256.43601300000,3851525.59459000000,2,2,1,4
735757.61338900000,3846614.61589000000,1,1,1,9
737592.33381600000,3840715.68372000000,2,3,1,3
746616.26897100000,3854850.07419000000,6,3,2,4
727927.39395200000,3844777.59839000000,2,2,1,4
728902.36349800000,3840012.56369000000,2,3,1,0
750767.64404700000,3853821.56173000000,6,3,2,4
754686.15532100000,3853008.24658000000,1,2,1,1
727629.63015100000,3840511.42898000000,2,3,1,1
752732.12247600000,3851120.14634000000,1,2,3,3
751920.20084400000,3850065.96542000000,5,3,3,3
732801.44923300000,3845433.97315000000,2,3,1,4
753225.55080300000,3845736.08481000000,6,2,1,1
735950.30517400000,3839267.29179000000,2,3,1,10
734101.34958000000,3839935.90437000000,2,3,1,6
728965.53155200000,3851659.44102000000,2,3,2,1
731893.43450400000,3844252.47278000000,2,3,1,11
753741.27454300000,3847738.71873000000,2,2,2,10
739174.33663500000,3853684.76457000000,5,3,1,4
746668.16476200000,3852533.83800000000,6,3,1,4
754606.29208600000,3853087.28823000000,1,3,1,1
740373.59033500000,3842670.92328000000,6,2,1,4
734506.38335300000,3851284.05920000000,5,3,1,1
739335.42978000000,3849936.68322000000,5,3,1,1
740473.69612300000,3843376.26796000000,6,3,1,1
734609.32570300000,3853658.62570000000,2,2,1,10
744481.05334900000,3846632.62215000000,6,2,1,10
736050.72295800000,3843411.74126000000,2,3,1,3
726551.60319100000,3840524.07892000000,2,3,1,12
731300.20318000000,3856377.76580000000,1,2,1,1
742633.98060800000,3843743.96405000000,1,3,1,4
727899.11387800000,3846154.34407000000,2,3,1,4
732951.68722300000,3853832.77294000000,5,3,1,4
726029.40743600000,3851975.53746000000,2,3,1,4
736834.27436400000,3847267.84312000000,6,2,1,3
747357.37992900000,3852900.10331000000,6,2,1,4
728334.42477900000,3845483.64927000000,2,3,1,4
736587.91681300000,3845890.60323000000,6,1,1,4
738638.51791200000,3842403.62993000000,5,2,2,10
739194.70995800000,3847167.03055000000,6,2,1,1
726673.24053800000,3843814.94596000000,2,2,1,8
739510.73709200000,3848536.31314000000,2,2,1,10
740366.59449000000,3849147.88691000000,2,2,1,10
747968.31784700000,3847851.06533000000,2,2,1,10
737303.93842700000,3851087.29020000000,5,3,2,14
737884.19545700000,3845375.71753000000,6,2,1,4
730786.64851600000,3840991.32096000000,2,3,1,3
742593.18373600000,3855251.78312000000,5,2,1,3
753583.26811000000,3843073.76695000000,1,2,1,4
744213.13668100000,3841330.79466000000,6,2,1,3
749409.18218300000,3842892.37170000000,1,2,3,4
726619.39688300000,3853941.91463000000,2,3,1,4
749269.31855300000,3842984.20250000000,1,2,2,4
740122.63809900000,3839602.66520000000,2,3,1,1
732291.82113400000,3841228.96226000000,2,3,1,10
732682.09245800000,3854990.27305000000,6,1,1,1
744398.35522000000,3842348.41740000000,1,2,2,4
736443.47650500000,3842354.81114000000,2,3,1,3
736213.60661700000,3855536.48234000000,6,2,2,14
732011.29055400000,3855105.26456000000,6,2,1,1
755334.25120700000,3848704.90471000000,2,3,2,14
748357.49727100000,3855768.89554000000,6,2,1,3
738148.79873700000,3839714.33726000000,2,2,2,3
736987.41197100000,3852622.21034000000,5,2,1,10
752539.74544900000,3850210.09174000000,5,2,1,0
747377.50223900000,3847001.97273000000,6,3,1,1
751335.58961200000,3849961.15023000000,5,2,2,14
726094.77137500000,3850372.86585000000,2,3,1,7
749618.76113400000,3854581.81651000000,6,2,2,1
744598.19784200000,3845439.52718000000,1,3,2,1
732855.48562000000,3849784.09215000000,5,2,1,12
731033.43893800000,3845437.13756000000,2,2,2,10
745644.00976200000,3844963.38775000000,1,3,1,4
727232.42885500000,3855926.67502000000,2,3,1,4
746032.98299100000,3851698.47866000000,5,3,1,14
746229.07935300000,3840757.80400000000,6,3,1,3
736981.03885300000,3845102.66660000000,6,2,1,4
726418.47237000000,3846333.58028000000,1,3,1,4
729022.06276100000,3853415.12619000000,6,3,1,4
738726.54276500000,3843637.43423000000,6,3,1,4
736834.10671600000,3848980.52136000000,2,2,1,10
738312.61740700000,3844435.89294000000,6,2,1,3
734424.13708100000,3848361.92274000000,6,2,2,1
727579.89935100000,3851117.50365000000,1,1,1,3
740739.26772500000,3842263.90052000000,6,2,2,10
745565.49646000000,3846773.34953000000,6,3,2,4
744205.50660200000,3840577.99965000000,5,2,1,4
747415.06782000000,3839730.11072000000,6,2,1,4
730666.59295600000,3845621.91011000000,2,2,1,14
746520.24410800000,3854313.79900000000,6,3,1,1
739435.11121100000,3846490.10070000000,6,2,1,3
727052.34614900000,3847074.31199000000,2,2,1,0
748618.83445300000,3839981.66760000000,1,2,1,3
730357.86612700000,3842528.21549000000,2,3,1,1
746856.79955600000,3848590.34161000000,2,3,1,14
746498.46878500000,3847880.21611000000,2,2,2,10
730853.45029700000,3853570.38794000000,6,2,2,1
752626.36053600000,3840780.73288000000,1,2,1,3
738746.88421600000,3840938.58785000000,2,3,1,14
745688.94181100000,3844330.52059000000,1,2,1,4
751361.46444100000,3843445.22878000000,1,2,1,3
740505.89114100000,3841187.24544000000,5,2,3,10
725817.37364800000,3844056.62640000000,1,3,1,8
735149.13772800000,3855812.22855000000,5,3,1,10
747983.91278500000,3843751.78867000000,1,2,1,4
738218.10414200000,3851769.83709000000,5,3,1,4
734291.79807400000,3854233.32436000000,5,2,1,10
736391.44275300000,3843079.35229000000,2,2,1,10
750447.04886400000,3855999.15402000000,6,3,1,4
727734.95582600000,3849041.39077000000,2,2,1,4
728928.24586400000,3849673.59893000000,2,3,2,4
730034.23117800000,3846673.05968000000,2,3,1,3
745471.67720500000,3848649.96773000000,2,2,1,10
735195.14188700000,3839905.21951000000,2,3,2,8
729088.07669700000,3853491.19874000000,6,2,1,1
735191.89995400000,3849867.96557000000,2,2,2,6
734928.16345300000,3848535.11617000000,6,2,1,3
728831.19583600000,3840475.28092000000,2,3,2,1
747202.61209200000,3843660.45462000000,1,2,1,3
742150.18890600000,3855875.86592000000,5,2,1,1
739938.65500400000,3844246.57869000000,6,2,1,4
740829.57246000000,3841778.58915000000,6,3,1,4
734961.65300000000,3842244.66616000000,2,2,2,11
745425.25288900000,3846989.24845000000,6,2,1,1
750926.51213800000,3851316.50932000000,6,3,1,0
749814.09208900000,3849791.84161000000,6,3,2,1
753434.98247200000,3851583.45770000000,1,2,1,1
753657.25271600000,3853039.82496000000,1,3,1,4
747162.18279300000,3841845.69153000000,1,3,1,4
756375.06163200000,3842398.62911000000,1,2,1,1
749380.68768700000,3847323.94576000000,5,2,1,1
745451.15660000000,3849325.62982000000,2,3,1,14
754918.21269500000,3853408.62868000000,1,2,1,1
742770.98955200000,3853152.07135000000,5,2,2,14
740810.31675600000,3845786.12116000000,6,2,1,4
756488.60179700000,3851305.15753000000,1,2,1,1
728022.23284900000,3839975.18306000000,2,3,1,12
733014.05276100000,3849525.21138000000,5,2,1,1
732290.08803700000,3853268.00767000000,5,3,1,3
727263.11705000000,3856250.46987000000,2,3,3,3
745004.85695400000,3842032.07851000000,1,2,1,4
737128.15745300000,3842909.25628000000,2,3,2,3
730625.85137300000,3854704.22854000000,6,2,2,1
729184.87151300000,3841744.11435000000,2,3,1,3
750659.78160900000,3846249.74126000000,6,2,1,1
734016.13528500000,3845570.78731000000,5,3,2,4
737382.56811600000,3841677.98078000000,2,2,3,3
735097.62648200000,3856000.66093000000,5,3,2,4
737748.02958800000,3841916.17988000000,2,2,1,3
754710.69149400000,3849471.97448000000,5,3,1,1
749125.61822300000,3844805.61042000000,1,2,2,3
737277.90532600000,3850204.78742000000,5,2,1,14
751100.17046500000,3846762.65922000000,5,2,1,1
726248.71379800000,3844444.19887000000,2,3,1,8
734496.62614000000,3848060.96412000000,6,1,1,4
749606.75735000000,3847539.63184000000,2,2,1,11
745003.82689900000,3849709.95768000000,2,3,1,10
755689.72435900000,3840734.27593000000,1,2,1,3
742560.34689000000,3847395.56967000000,5,2,2,1
755688.73216000000,3854231.69351000000,1,3,1,1
726298.78254200000,3845439.24294000000,2,3,1,4
742335.37655000000,3843452.06910000000,6,3,1,1
740887.60468200000,3843769.80329000000,6,3,1,4
726467.29767300000,3844929.94884000000,2,3,1,0
750757.37560300000,3855845.14490000000,6,3,1,1
738966.17763400000,3848881.10784000000,2,2,1,6
739345.83313600000,3840556.65792000000,2,2,2,3
738224.01004200000,3839909.58547000000,2,2,1,4
741862.86977000000,3850919.00874000000,5,2,1,3
733941.18109100000,3845161.80649000000,2,3,1,1
736287.59289100000,3845318.11228000000,6,3,2,3
727651.81124800000,3846725.10943000000,2,3,3,8
749731.96818800000,3848908.78356000000,5,2,1,1
749892.58887900000,3852328.09104000000,6,2,2,1
734235.53283600000,3840973.29389000000,2,3,2,11
748847.08630900000,3841216.86006000000,1,1,1,3
754449.53024500000,3845947.47716000000,2,2,2,1
733931.02276400000,3844283.80230000000,2,3,2,8
732401.87013600000,3848791.26038000000,6,1,1,4
743826.61501000000,3840342.14330000000,5,3,2,4
755110.88998200000,3854996.63252000000,1,2,1,3
733558.39728000000,3850055.73485000000,2,2,1,10
726929.69733000000,3855833.15376000000,2,3,1,4
753188.66669000000,3839455.73792000000,1,3,1,1
743036.76844300000,3844219.98428000000,1,2,1,4
740542.22864200000,3849534.43499000000,5,3,1,1
749743.42478400000,3851709.37653000000,6,3,1,1
732960.91439300000,3841415.02010000000,2,2,1,8
744484.62965900000,3854633.75093000000,5,2,2,14
727835.62042300000,3848491.63445000000,2,3,1,8
729797.20050000000,3852218.96511000000,6,3,1,1
749817.87551500000,3855076.88185000000,6,1,1,4
747532.63057200000,3842283.07213000000,1,2,1,3
755993.69288100000,3853027.86406000000,1,2,1,1
732692.85642600000,3839909.54674000000,2,2,2,4
751597.86353200000,3845696.03992000000,1,2,1,4
729347.32287600000,3839618.30958000000,2,3,1,10
747551.44822700000,3848392.66826000000,2,3,1,14
744710.05755100000,3848933.12517000000,2,2,1,10
747076.77449900000,3847109.57682000000,5,2,1,4
752947.79850600000,3841397.49307000000,1,3,1,3
732433.08722300000,3852139.03445000000,5,3,1,3
742544.05265000000,3844389.62536000000,6,3,1,4
746365.23434900000,3850918.83760000000,5,3,1,14
731931.27106200000,3852374.99871000000,5,2,1,3
730435.45345000000,3849217.59882000000,1,1,1,0
739877.94380000000,3850908.68783000000,5,3,2,4
739914.88153400000,3839967.15518000000,2,2,1,3
728004.72514200000,3851910.81063000000,6,3,2,1
734095.22948800000,3853876.27740000000,2,2,3,3
749014.85812500000,3840738.41512000000,1,2,2,4
747021.09332700000,3843680.58017000000,1,3,1,3
731154.15191700000,3850404.40100000000,6,2,1,5
730165.26846400000,3853499.67366000000,6,2,1,4
750231.94660100000,3853581.96442000000,6,2,1,1
748498.30603700000,3840367.58013000000,1,2,2,3
756408.69460700000,3845158.78995000000,5,2,1,3
728812.75265700000,3844273.10433000000,2,3,1,8
730630.82651800000,3840960.28533000000,2,3,2,1
750626.39544700000,3856285.77810000000,5,3,1,4
732115.46305500000,3850578.82037000000,2,2,1,1
738764.56262000000,3853728.82267000000,5,2,1,3
730709.85099300000,3847265.12465000000,2,3,1,4
733269.65117500000,3841706.04660000000,2,2,2,8
735696.56648500000,3845290.01607000000,6,3,1,4
750174.47336200000,3845232.01818000000,1,1,1,3
744221.66414500000,3845376.56239000000,1,2,1,1
729266.81125400000,3848686.06184000000,2,3,2,1
742931.04079100000,3846062.86535000000,6,2,2,1
756099.48588900000,3854214.66249000000,1,3,1,1
749301.81647800000,3839009.20092000000,6,2,1,4
726219.07406800000,3845917.98558000000,2,3,1,1
755606.30230300000,3846186.47737000000,5,2,1,14
750810.67753600000,3848935.50037000000,5,2,3,3
747319.20732600000,3846998.13059000000,6,2,1,4
730436.47878700000,3852776.01056000000,6,3,1,3
751567.57892500000,3845666.85699000000,1,2,1,3
735825.87936200000,3840478.29038000000,2,3,1,3
747673.73781500000,3839486.28575000000,6,3,1,1
745944.18801300000,3850361.26155000000,5,2,2,14
735151.09318700000,3850816.97340000000,2,2,1,14
